4240	52	13	139	9	5	4	
1158	123	4	117	11	6	3	
2156	137	11	106	8	3	5	
4651	184	5	123	10	4	4	
1418	65	6	104	10	5	4	
4543	105	21	113	6	4	4	
2734	195	6	113	9	3	3	
2202	31	14	112	8	5	5	
3660	190	18	109	10	4	5	
658	154	17	108	11	5	5	
1233	57	13	104	9	7	4	
1408	140	14	123	10	5	3	
2491	66	8	104	9	3	3	
3856	134	14	137	9	5	4	
1928	91	10	123	9	3	5	
2652	155	8	113	10	4	4	
4700	131	11	98	8	5	6	
2676	61	13	114	9	5	5	
4143	158	11	81	9	4	4	
1872	184	10	123	9	5	4	
4022	186	10	136	10	4	3	
4198	126	7	126	10	6	5	
581	98	11	103	10	6	5	
4793	106	14	108	8	5	5	
2941	112	14	120	10	4	4	
2390	159	8	107	9	4	3	
228	101	9	116	8	4	3	
3522	33	7	106	9	6	5	
4633	118	12	127	8	3	3	
817	4	11	122	9	5	5	
997	174	13	96	10	7	3	
2261	34	13	119	9	4	4	
4715	49	9	109	9	3	3	
355	126	8	126	9	4	5	
3689	136	7	124	8	4	4	
1970	8	13	125	7	4	4	
1840	7	15	105	8	6	5	
1828	29	12	120	9	6	3	
2978	152	6	112	10	4	5	
86	68	13	108	9	4	3	
2012	54	11	121	6	5	4	
240	116	17	110	7	4	3	
4354	15	12	118	7	5	5	
114	174	11	96	9	4	3	
4051	163	16	111	8	5	4	
3796	110	12	110	9	5	4	
54	65	11	104	8	6	4	
617	17	12	113	11	5	5	
40	55	9	96	9	6	4	
1922	76	9	113	9	4	5	
3185	77	9	114	9	5	5	
643	132	11	124	10	5	5	
4875	125	11	95	9	3	3	
2981	17	14	113	9	5	5	
4206	128	11	102	10	5	5	
126	158	6	81	10	6	4	
4588	152	10	112	9	4	5	
971	184	10	123	9	6	4	
1140	158	14	81	12	6	4	
3812	206	21	102	10	6	3	
204	206	5	102	11	6	3	
3809	83	10	117	8	5	4	
738	81	9	113	8	5	5	
3541	165	8	140	10	5	3	
1230	155	12	113	9	5	4	
2803	12	5	120	8	4	5	
1967	89	8	117	10	5	4	
323	96	9	116	10	7	5	
4815	2	11	121	8	4	5	
933	79	16	109	9	6	5	
4944	207	14	127	9	4	4	
4202	83	10	117	10	5	4	
2580	175	12	127	8	6	4	
4459	112	18	120	7	4	4	
1262	128	9	102	9	4	5	
2122	167	16	115	8	4	5	
3170	193	14	118	9	5	3	
1810	157	13	107	9	7	3	
3541	98	8	103	10	5	5	
1470	108	10	107	11	6	4	
1079	108	14	107	11	6	4	
3952	102	12	109	11	5	4	
2738	168	13	124	9	5	4	
1874	155	12	113	11	4	4	
4956	176	8	101	9	3	4	
141	84	17	120	10	5	3	
1280	154	7	108	10	5	5	
4033	106	9	108	8	5	5	
61	171	11	94	7	5	4	
4212	57	15	104	9	4	4	
3010	9	9	106	7	5	5	
3776	168	12	124	9	4	4	
1575	23	15	121	12	5	4	
1598	48	12	99	8	5	4	
4337	42	6	110	7	5	5	
730	97	6	103	10	5	4	
3614	175	11	127	9	4	4	
206	199	8	102	12	6	4	
391	92	10	124	10	5	4	
3178	165	11	140	9	5	3	
1106	86	9	108	9	6	5	
382	183	10	121	8	4	5	
405	70	9	136	8	4	5	
3912	150	13	113	10	6	3	
4136	112	16	120	8	4	4	
2313	25	12	110	8	4	4	
3491	155	15	113	10	4	4	
2171	34	10	119	9	4	4	
4283	207	9	127	10	4	4	
407	148	6	119	10	5	4	
3438	206	12	102	10	4	3	
671	37	17	89	9	4	5	
4602	93	12	116	10	4	4	
2949	41	5	126	9	5	5	
437	44	9	117	10	5	5	
